ObjectID *,GlobalID *,Park,Spring name,SiteCode,SiteID,DateTime,Protocol,SurveyName,VisitType,Sampled,SpringType,Spring comments,UTM zone,Datum,GPS ID,Are you using the internal camera on this device for photos?,Camera ID #,Memory Card #,Is this a sensor spring?,Was the old sensor retrieved?,Was a new sensor deployed?,Sensor type,Sensor ID,Deployment time,Notes,FlowCondition,DischargeMethod,VolDischarge_L_per_s,DischargeClass_L_per_s,ContainerVolume_mL,PercentCaptured,Discharge notes,SpringbrookType,SpringbrookLengthFlag,SpringbrookLength_m,SpringbrookWidth_m,DiscontinuousSpringbrookLengthFlag,DiscontinuousSpringbrookLength_m,Channel description,Water quality data collected?,Enter the date and time of the last calibration,Water quality instrument,pH instrument,DO instrument,SpCond instrument,Temperature instrument,Did you check the calibration at this spring?,Please describe why a calibration check was not necessary,Calibration check parameters,Select the first pH standard,First pH temperature (C),First pH reading,Select the second pH standard,Second pH temperature (C),Second pH reading,DO% temperature (C),DO% reading,Barometric pressure (mmHg),SpCond standard (uS/cm),SpCond reading (uS/cm),Calibration check notes,Water quality parameters,Why are water quality data missing?,pH reading 1,pH reading 2,pH reading 3,Temperature reading 1 (C),Temperature reading 2 (C),Temperature reading 3 (C),SpCond reading 1 (uS/cm),SpCond reading 2 (uS/cm),SpCond reading 3 (uS/cm),DO reading 1 (%),DO reading 1 (mg/L),DO reading 2 (%),DO reading 2 (mg/L),DO reading 3 (%),DO reading 3 (mg/L),Water quality notes,Flow modification,Roads,Human use,Plant management,Hiking trails,Livestock/feral,Other,Fire,Flooding,Wildlife,Other,Overall disturbance,Disturbance notes,Is there evidence of wildlife?,Vegetation present?,LifeFormList,LifeFormListWPhotos,WoodyGT4m,Woody2to4m,WoodyLT2m,Forb,Grass,Reed,Rush,Sedge,Cattail,Bryophyte,NonPlant,Mistletoe (Phoradendron sp.) present?,Vegetation notes,Invasive Plants Observed?,Invasive notes,InvasiveListInternal,InvasiveListExternal,CreationDate *,Creator *,EditDate *,Editor *,Is springbrook continuous or discontinuous?,Is discontinuous surface water length >50m or measured?,Discontinous length (m),pHWarning,TempWarning,SpCondWarning,DOPctWarning,DOMgWarning,pH flag,Temperature flag,SpCond flag,DO flag,Permanent bolt status?,CameraCardName,Shape
165,{cad67e71-28a5-42e6-9d2d-b6807debbbb0},Parashant NM,PARA_P_IDE0203,PARA_P_IDE0203,233,3/30/2021 22:00,MOJN DS (2020 Updates),PARA_P_IDE0203: 2021-03-30,Primary,Sampled,Rheocrene,Spring is flowing. Source is alcove beneath overhanging tamarisk tree behind cattle fence and is just upstream of large cattail patch.,Zone 11,NAD83 (Unknown),BadElf 4181,No,36782,41,Yes,Yes,Yes,HOBO TidbiT,324,15:05,Sensor deployed in same location as iButton using galvanized wire tied around root.,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Water seeps from walls of alcove and fills source pool,,>50m,<Null>,0.4,<Null>,<Null>,source is incised alcove in main channel blocked by cattle fence draped over opening. Water seeps from walls of alcove and fills pool that slowly trickles downstream into cattail patch.,Yes,3/30/2021 19:58,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),Yes,<Null>,DO_percent,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,18.8,102.9,638.3,<Null>,<Null>,DO values unusually high likely due to algae at source and in springbrook but checked calibration to be sure.,"pH,DO_percent,Temp,SpCond,DO_mg_per_L",<Null>,8.03,8.03,8.03,16.6,16.6,16.6,3981,3981,3980,157.9,12.82,157.8,12.81,158.8,12.81,"Water quality taken in alcove downstream of source just beneath cattail patch due to algae severely inflating DO values at 200% at source, however DO values are still likely artificially high due to algae within channel as well. Checked calibration at spring.",None,0,1,0,0,0,0,0,0,0,0,1,Cattle fence around soruce.,Yes,Yes,"Woody <2m, Woody >4m, Cattail, Grass, Non-Plant, Forb","Woody <2m: 0558, 0557, 0556, 0555
Woody >4m: 0554, 0553
Cattail: 0551, 0550, 0549
Grass: 0564, 0563, 0562
Non-Plant: 0561
Forb: 0560, 0559",1,NA,5,6,4,NA,NA,NA,2,NA,3,Yes,<Null>,Yes,<Null>,"BRTE (Bromus tectorum), TARA (Tamarix ramosissima)","BRTE (Bromus tectorum): 0552
TARA (Tamarix ramosissima): 0554, 0553",4/2/2021 20:03,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Continuous,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,W,<Null>,<Null>,Point
166,{8f8555b8-e8ad-41b7-9e40-7c2709e031c5},Parashant NM,PARA_P_JUM0125,PARA_P_JUM0125,229,3/31/2021 15:27,MOJN DS (2020 Updates),PARA_P_JUM0125: 2021-03-31,Primary,Sampled,Rheocrene,Spring has flowing water but there is recent evidence of water withdrawl.,Zone 11,NAD83 (Unknown),BadElf 4181,No,36782,41,Yes,No,Yes,HOBO TidbiT,376,8:59,"Bolt deployed in bank of soil just at the upstream end of the lower pool. Not very hidden though, so ranchers may mess with it.",flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Discharge actively seeping from small fractures along the walls of an alcove of sandstone. Similar to a hanging garden. ,,Measured,5.5,0.5,<Null>,<Null>,"Source pool accumulates into a deep (0.5m) tank at the end of the sanstone alcove. Water trickles from pool down sanstone bedrock to a lower pool within gravel and dark soil. Downstream, the channel is dry, with sed infill of limestone and sandstone boulders, gravel, and dark organic rich soil.",Yes,3/31/2021 15:25,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),NA,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"DO_percent,DO_mg_per_L,SpCond,Temp,pH",<Null>,7.8,7.8,7.79,10.9,10.9,10.9,549,549,550,58,5.48,57.9,5.48,57.8,5.47,DO very slowly dropping. WQ readings taken in deep point of upper pool.,Yes - One or more active,0,2,0,0,0,0,0,0,0,0,2,"There is active piping drawing water from the source. Recent work (since last visit) has dug up and repaired pipe conduit, so now water from the spring is piped one mile down to a tanker truck.",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Grass, Forb, Non-Plant, Bryophyte","Woody >4m: 
Woody 2-4m: 0566, 0565, 0575
Woody <2m: 0569, 0568, 0567
Grass: 0571, 0570
Forb: 0577, 0576
Non-Plant: 0574
Bryophyte: 0573",1,4,2,6,3,NA,NA,NA,NA,7,5,No,<Null>,Yes,<Null>,"BRTE (Bromus tectorum), BRRU2 (Bromus rubens)","BRTE (Bromus tectorum): 0585
BRRU2 (Bromus rubens): 0584",4/2/2021 20:03,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,I,<Null>,<Null>,Point
167,{82eab36a-deb8-4aeb-bed3-3699886d7db4},Parashant NM,PARA_P_LIM0080,PARA_P_LIM0080,225,3/31/2021 21:37,MOJN DS (2020 Updates),PARA_P_LIM0080: 2021-03-31,Primary,Sampled,Rheocrene,"Original source of spring is dry with wet soil, springbrook and has flowing surface water from 13m-39m. Be cautious upon approach with getting through well maintained barbed wire fence. Butterfly and bumble bee paradise.",Zone 12,NAD83 (Unknown),BadElf 4181,No,36782,41,Yes,No,Yes,HOBO TidbiT,325,15:15,Deployed new sensor with new bolt and galvanized wire at same location as previous visit at 20m downstream of source.,flowing,Estimated,,0.1 - <1.0 L/s,<Null>,<Null>,"Original spring source is dry with wet soil just below fence, source emerges from right side of bank looking downsream at about 13m and flows until 39m. There are at least three sources total emerging from the right side of the bank looking downstream.",,Measured,26,0.1,<Null>,<Null>,Spring lies in large channel moderately incised and is more deeply incised precisely where there is running surface water.,Yes,3/31/2021 15:25,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),Yes,<Null>,DO_percent,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,18.8,99.5,629.9,<Null>,<Null>,Checked due to change in elevation since last spring.,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.38,7.38,7.38,11.7,11.7,11.7,768,768,767,90.8,8.15,90.9,8.15,90.9,8.15,Taken at location where sensor is deployed at 20m downstream of source.,Yes - One or more active,0,1,0,0,1,0,0,0,2,0,2,"There is a pipe intake point where the surface water ends at 39m. There is also an old road about 5m directly upstream of the source, thought it is out of the buffer. ",Yes,Yes,"Sedge, Forb, Rush, Woody 2-4m, Non-Plant, Bryophyte, Woody <2m, Woody >4m","Sedge: 
Forb: 0592, 0593
Rush: 0594, 0595
Woody 2-4m: 0596, 0597
Non-Plant: 0598
Bryophyte: 0599
Woody <2m: 0600, 0601
Woody >4m: 0603",5,6,3,2,NA,NA,1,4,NA,8,7,No,"The Juncus definitely has edges, but the flowers look exactly like juncus in the Jepsen.",Yes,Invasive grasses present at the end of fenced exclosure.,"POMO5 (Polypogon monspeliensis), BRTE (Bromus tectorum)","POMO5 (Polypogon monspeliensis): 
BRTE (Bromus tectorum): ",4/2/2021 20:03,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Continuous,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
168,{c732262f-4a1d-437f-9024-4543e378fe06},Parashant NM,PARA_P_LIT0087,PARA_P_LIT0087,232,4/1/2021 16:12,MOJN DS (2020 Updates),PARA_P_LIT0087: 2021-04-01,Primary,Sampled,Rheocrene,Spring source has flowing water located within very dense riparian corridor at the base of a lone cottonwood. There is a steep game trail coming down the south bank that allows access to the source. ,Zone 11,NAD83 (Unknown),BadElf 4181,No,36782,41,Yes,Yes,Yes,HOBO TidbiT,361,9:24,Sensor 4846 deployed on original bolt and wire.,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Discharge seeping out of ground at base of old stump and trickles down into main springbrook.,,Measured,8,0.2,<Null>,<Null>,"Surface water could be continuous for >50m, but it is not visible to the eye due to vegetation being so thick. The 8m length is where water becomes obscured by thick veg. Springbrook is an incised channel with dark organic-rich soil and exposed roots. The channel is choked with arroweed and cattail further downstream.",Yes,4/1/2021 15:26,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),NA,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.38,7.39,7.39,19.6,19.6,19.6,612,612,612,32.4,2.8,32.4,2.79,32.4,2.8,"Dug out small pool to take readings in, let settle before reading.",None,0,0,0,0,0,0,0,0,1,0,1,"Springbrook is too choked with veg to see much evidence of disturbance. only disturbance within buffer is the game trail that leads to the source. There is evidence of heavy burro usage (scat, tracks, and trails) outside of buffer. ",Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Grass, Cattail","Woody >4m: 0621
Woody 2-4m: 0620, 0619
Woody <2m: 0615, 0614
Grass: 0618, 0616
Cattail: 0622",2,1,3,NA,5,NA,NA,NA,4,NA,NA,Yes,"There are 4 species of woody>4m that are almost codominant with one another. Populus fremontii, Baccharis sp., Prosopis sp., and Senegalia gregii.",Yes,<Null>,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0618, 0616",4/2/2021 20:03,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Discontinuous,>50m,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
169,{b8d8a29b-7e60-4152-84ec-59178172a85f},Parashant NM,PARA_P_GRE0012,PARA_P_GRE0012,235,4/13/2021 21:57,MOJN DS (2020 Updates),PARA_P_GRE0012: 2021-04-13,Primary,Sampled,Limnocrene,"Spring is small pool at very edge of cliff; last year large pool was seen at base of cliff, but this year it is dry; HOWEVER, about 50 m downstream of cliff, beyond igneous bedrock is a flowing springbrook. Source pool likely not due to precipitation (as noted last year) as water seep out of bedrock and gravelly-soil mixture at edge of pool is damp above source pool. This spring may not be pleasant to monitor for those with extreme fear of heights. There is an additional source pool about 30m upstream of the monitored source pool, about 0.5m wide and 0.7m long.",Zone 11,NAD83 (Unknown),BadElf 4581,No,36782,41,Yes,Yes,Yes,Hygrochron iButton,180,15:02,"deployed on same bolt and black wire, in gravelly substrate at edge of pool, medium-sized rock placed over it. This would be a good spot to drill a bolt into the bedrock, if that becomes an option; currently, bolt placement is mainly secured by rock ",standing water,Estimated,,<0.1 L/s,<Null>,<Null>,"Source pool appears to be from discharge and not precipitation; water is seeping out of south side of bedrock, and gravelly soil mixture at edge of pool is damp. No water is flowing over cliff. The pool that was seen in WY2019 is dry, but about 50 m downstream beyond igneous bedrock is a flowing springbrook, which flows around corner of canyon and out of sight. ",,Measured,1.4,0.7,<Null>,<Null>,"Upstream of source pool is a steep igneous bedrock channel, and downstream is a large cliff (~50 m). This spring is monitored as limnocrene, but downstream of cliff is a flowing springbrook. ",Yes,4/13/2021 21:45,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,calibrated at spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.84,7.84,7.84,13.9,13.9,13.9,129.9,129.9,129.9,93.5,7.68,93.6,7.68,93.5,7.68,<Null>,None,0,0,0,0,0,0,0,1,0,1,1,"Canyon has clearly flooded since last visit in WY19, as large tree upstream has washed away; however, without repeat photos flood disturbance may be unnoticeable. Rockfall is other disturbance. ",Yes,Yes,"Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody <2m: 
Forb
Grass
Bryophyte
Non-Plant",NA,NA,1,5,4,NA,NA,NA,NA,2,3,No,small senesced forbs growing in bedrock cracks; ,Yes,"Bromus tectorum observed just outside the buffer on river left bank, about 5m from source pool. ",BRTE (Bromus tectorum),BRTE (Bromus tectorum): 0643,4/16/2021 0:56,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
170,{37843a40-0d3c-4230-8ba5-068e5d3dbc4f},Parashant NM,PARA_P_LOW0152,PARA_P_LOW0152,228,4/14/2021 17:52,MOJN DS (2020 Updates),PARA_P_LOW0152: 2021-04-14,Primary,Sampled,Rheocrene,Spring is shallow pool inside narrow limestone canyon. ,Zone 12,NAD83 (Unknown),BadElf 4581,No,36782,41,Yes,No,Yes,Hygrochron iButton,177,11:06,"Attached to same bolt and wire, rocks placed on top in pool, though any flooding will easily wash them away and possible wash sensor out of pool. ",standing water,Estimated,,<0.1 L/s,<Null>,<Null>,Water appears to seep out of east side of canyon where patch of moss is and where sensor is deployed. Soil and bedrock is wet ~0.5 m above source pool. ,,Measured,6,2,<Null>,<Null>,"Springbrook is within steep limestone canyon; substrate is primarily bedrock, with cobbles; at ~10 m some finer substrate deposition has occurred with small cobbles, large gravel, and finer substrate underneath; this is where most of the vegetation occurs. ",Yes,4/14/2021 17:50,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,calibrated at spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,9.41,9.41,9.42,9.8,9.8,9.9,149,149,149.9,123.8,11.33,123.8,11.33,123.8,11.33,High DO could be. from constant wind moving and mixing shallow water; causes some turbulence on top of pool. ,None,0,0,0,0,0,0,0,1,0,1,1,"Rockfall and flooding likely a constant disturbance in this spring; difficult to determine what to call disturbance as source pool is surrounded by bedrock and no vegetation; however, gravel and cobble deposition at 10m downstream has some senesced annual forbs growing in it, so probably no major flooding has occured in the past year or two. ",Yes,Yes,"Woody <2m, Grass, Bryophyte, Non-Plant, Forb","Woody <2m: 0652, 0651
Grass: 0650, 0649
Bryophyte: 0655
Non-Plant: 0656
Forb: 0654, 0653",NA,NA,5,3,2,NA,NA,NA,NA,4,1,No,<Null>,Yes,<Null>,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0648, 0647",4/16/2021 0:56,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Continuous,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,I,<Null>,<Null>,Point
171,{4d47de1d-0c6c-46a2-a3fb-f4823c2732be},Parashant NM,PARA_P_COY0069,PARA_P_COY0069,224,4/14/2021 22:45,MOJN DS (2020 Updates),PARA_P_COY0069: 2021-04-14,Primary,Sampled,Other,"There is water in the excavated hole that is the source of the spring. In addition to the excavation, there is a historic wall about 15m downstream of source.",Zone 12,NAD83 (Unknown),BadElf 4581,No,36782,41,Yes,Yes,Yes,HOBO TidbiT,361,15:55,TidBit 1059 deployed in dug out hole in same location that iButton was deployed using the same bolt and wire.,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,Pool of standing water located in a small excavated tunnel.,,Measured,1,1,<Null>,<Null>,<Null>,Yes,4/14/2021 17:50,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),NA,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.75,7.74,7.74,12.5,12.5,12.5,458.5,458.5,458.5,36,3.16,36,3.16,36,3.16,<Null>,Yes - One or more active,0,4,0,0,0,0,0,0,1,1,4,Source is excavated tunnel. There is a wildlife trail leading to the excavation and there is evidence of rockfall from overhanging rock face. ,Yes,Yes,"Woody >4m, Woody <2m, Grass, Forb, Bryophyte","Woody >4m: 0663, 0665, 0666
Woody <2m: 0670, 0671, 0672
Grass: 0667, 0668
Forb: 0673, 0674
Bryophyte: 0675",1,NA,3,5,2,NA,NA,NA,NA,4,NA,No Data,<Null>,Yes,<Null>,"POMO5 (Polypogon monspeliensis), BRRU2 (Bromus rubens)","POMO5 (Polypogon monspeliensis): 0669
BRRU2 (Bromus rubens): 0667, 0668",4/16/2021 0:56,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
172,{edbb72c4-589d-46a3-ad46-557e173c5c60},Parashant NM,PARA_P_LIN0020,PARA_P_LIN0020,230,4/15/2021 16:11,MOJN DS (2020 Updates),PARA_P_LIN0020: 2021-04-15,Primary,Sampled,Hillslope,Spring is a small shallow pool of water beneath triangular sandstone outcrop. Active pipe diversion from source pool into a trash can encasement about 10m down the hill. Source pool dammed by sandstone boulders.,Zone 12,NAD83 (Unknown),BadElf 4581,No,36782,41,Yes,Yes,Yes,Hygrochron iButton,229,9:44,Sensor deployed using old bolt and wire from previous visit (sensor 261) but deployed in source pool in water.,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,Difficult to estimate true discharge due to active pipe diversion; water flowing from sandstone seep at a steady trickle. Water seeps out of sandstone into shallow source pool beneath triangular outcrop and is diverted from source into pipe system below. Source pool dammed by sandstone boulders to create pool.,,Measured,1.3,0.3,<Null>,<Null>,"Channel outside of source pool is bouldery, gently incised about 0.3m, and is thick with vegetation. Diversion pipe runs under a pile of rocks and turns the corner down user trail; vegetation below diversion is sagebrush and bunchgrass. ",Yes,4/15/2021 16:00,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),NA,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,8.1,8.1,8.1,10.7,10.7,10.7,525,525,525,94.2,8.77,94.2,8.77,94.2,8.77,Created a small dam to increase depth of pool. Had to rotate sensors and read DO separately due to shallow pool.,Yes - One or more active,0,4,0,3,0,0,0,0,2,0,4,There is an active pipe diversion from the source pool into trash can encasement. There is a pipe system all the way down the hill into the wash below. At the bottom of the hill near the wash there is an old trough and cemented cow tank that are both dry. There is a trail that leads to the spring that is likely utilized by wildlife and humans.,Yes,Yes,"Woody >4m, Woody <2m, Grass, Forb, Bryophyte, Non-Plant, Woody 2-4m","Woody >4m: 0685, 0686
Woody <2m: 0690, 0691, 0692, 0693
Grass: 0698, 0699, 0700
Forb: 0695
Bryophyte: 0694
Non-Plant: 0697
Woody 2-4m: 0687, 0688, 0689, 0701",3,4,1,7,2,NA,NA,NA,NA,6,5,No,Lots of woody shrubs; vegetation below trash can encasement is sagebrush and grass. ,Yes,New growth of BRRU2 near source under shrubs. ,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0703, 0702",4/16/2021 0:56,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
173,{da1af7a3-3ced-4b0a-8a16-87f99411d3ea},Parashant NM,PARA_P_YEL0068,PARA_P_YEL0068,234,4/22/2021 23:59,MOJN DS (2020 Updates),PARA_P_YEL0068: 2021-04-22,Primary,Sampled,Rheocrene,PLP also present to monitor this spring. Spring is dry in bouldery wash.,Zone 12,NAD83 (Unknown),BadElf 4581,No,36782,41,Yes,No,Yes,HOBO TidbiT,361,17:29,Sensor 6037 deployed in location marked as new source from previous visit with new bolt and galvanized wire. ,dry,Estimated,,0 L/s,<Null>,<Null>,<Null>,,Measured,0,0,<Null>,<Null>,Channel is a high energy wash with high variablility in rock size ranging from gravel to boulders. Channel is deeply incised 1-2m.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,There is a trough and a road leading to the wash about 50m. ,Yes,Yes,"Woody <2m, Woody 2-4m, Grass, Forb","Woody <2m: 
Woody 2-4m0714, 0715, 0716
Grass0728, 0729
Forb: 0720, 0721, 0723",NA,3,1,4,2,NA,NA,NA,NA,NA,NA,Yes,<Null>,Yes,<Null>,"TARA (Tamarix ramosissima), BRRU2 (Bromus rubens)","TARA (Tamarix ramosissima): 0726, 0725
BRRU2 (Bromus rubens): 0728, 0729",4/24/2021 1:31,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
175,{b5cf2774-9cef-4e63-aa4f-b421ce201b81},Lake Mead NRA,LAKE_P_HOR0042,LAKE_P_HOR0042,309,10/25/2021 17:56,MOJN DS (2020 Updates),LAKE_P_HOR0042: 2021-10-25,Primary,Sampled,Rheocrene,"Small shallow pool at source.  Gently flowing.

",Zone 11,NAD83 (Unknown),BadElf 4581,No,36781,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,361,12:15,1046 was redeployed,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Gently flowing from shallow source pool down to narrow channel.,,Measured,3.4,0.2,<Null>,<Null>,Source emerges at narrow depression in wide canyon. Flows over bedrock into sandy wash. ,Yes,10/25/2021 17:56,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,Calibrated right at spring.,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,6.83,6.83,6.83,15.7,15.7,15.7,1504,1503,1502,49.7,4.75,49.8,4.73,49.9,4.68,PH 10 calibrated before pH 7,None,0,0,0,0,0,0,0,1,1,0,1,"Disturbance of vegetation due to past flooding. Current vegetation appears to be washed away compared to previous photos and flattened in a direction indicative of water flow. Small holes have been excavated by wildlife, surrounding source pool. Small amounts of scat located within 2m buffer of source pool. Cairn outside of buffer. ",Yes,Yes,"Woody <2m, Grass, Bryophyte, Forb","Woody <2m: 
Grass: 0342, 0343
Bryophyte: 0344
Forb: 0345, 0346",NA,NA,1,4,2,NA,NA,NA,NA,3,NA,No,<Null>,Yes,POMO5 in thick patch in spring brook; TARA located 7 m above source pool; small tamarisk throughout canyon,"POMO5 (Polypogon monspeliensis), BRRU2 (Bromus rubens), TARA (Tamarix ramosissima)","POMO5 (Polypogon monspeliensis): 0342
BRRU2 (Bromus rubens): 0347
TARA (Tamarix ramosissima): 0350",10/26/2021 0:18,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Continuous,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,I,NF,NF,NF,No data,<Null>,Point
176,{bcfbdc1d-4752-4d87-9f95-2fe26024e742},Lake Mead NRA,LAKE_P_SUG0011,LAKE_P_SUG0011,295,10/25/2021 22:18,MOJN DS (2020 Updates),LAKE_P_SUG0011: 2021-10-25,Primary,Sampled,Rheocrene,Spring dry,Zone 11,NAD83 (Unknown),BadElf 4581,No,36781,MOJN_02,Yes,Yes,Yes,HOBO TidbiT,375,15:31,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,<Null>,,Measured,0,0,<Null>,<Null>,<Null>,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,1,0,1,0,0,0,0,0,0,1,"evidence of earlier flood disturbance, old evidence of burned plant management, some litter (evidence of human disturbance)",Yes,Yes,"Woody >4m, Forb, Woody <2m, Grass, Woody 2-4m","Woody >4m: 
Forb0363
Woody <2m0362
Grass0364
Woody 2-4m: 0359, 0360, 0370",1,2,3,4,5,NA,NA,NA,NA,NA,NA,No,"no seed pods present for mesuites, other upland vegetation in wash (brittle bush, creosote in wash)",No,<Null>,<Null>,<Null>,10/26/2021 0:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Unsuitable,<Null>,Point
