Unit_Code,Spring_ID,MOJN_SpringCode,ComplexName,LocationName,LocationType_Label,LandOwnership_Label,ComplexStatus_Label,X_UTM_NAD83_11N,Y_UTM_NAD83_11N,Lon_WGS84,Lat_WGS84,ElevationDEM_m,BuildingProximity,ElevationBand,EventDate,VisitType_Label,SpringHabitat_Label,DissolvedOxygen_mg_per_l,SpringbrookLength_m,Temperature_C,SpConductivity_microSiemens_per_cm,pH,DischargeFlag_Code,Discharge_liters_per_minute,WaterDepth_cm,WaterWidth_m,Notes,FieldnoteNumber,LocateStatus_Label,DischargeClass_Description,Event_ID,Diversion,Dredging,Drying,Fire,Flooding,Livestock,Other,Overall,Recreation,Residence
DEVA,LAN0037,DEVA_P_LAN0037,Lantern,Lantern Seep A,Not a spring,Park,Not representative,465104,4093661,-117.3921331,36.98843576,591,> 75m,2,12/9/2004,First Visit,Seep,,,,,,,,,,"Dry spot next to wash with arroweed, mesquite, and pickleweed.  NOT REALLY A SPRING.",PS04-162,Not Located,<= 1 L/sec,604,,,Highly disturbed,,,,,Highly disturbed,,
DEVA,LAN0039,DEVA_P_LAN0039,Lantern,Lantern Seeps B-I,Not a spring,Park,Not representative,465151,4093597,-117.3916005,36.98785418,591,> 75m,2,12/9/2004,First Visit,Seep,,,,,,LT,1,,,"This series of seeps lie in a N->S shelf in the mesquite campground wash between Lantern Spring and Wheelbarrow Spring.
NOT REALLY SPRINGS.",PS04-164,Located,<= 1 L/sec,605,,,Highly disturbed,,,,,Highly disturbed,,
DEVA,LAN0038,DEVA_P_LAN0038,Lantern,Lantern Spring A,Not a spring,Park,Not representative,465128,4093634,-117.3918647,36.98818899,591,> 75m,2,12/9/2004,First Visit,Unknown,7.07,8,14.2,995,8.8,,0,50,1,"What looks to be a flooded mine shaft, thick green algal mat. Dead bat floating in water. Snail present.",PS04-163,Located,<= 1 L/sec,606,,Highly disturbed,,,Highly disturbed,,,Highly disturbed,,
DEVA,LAN0040,DEVA_P_LAN0040,Lantern,Lantern Spring B,Spring,Park,Representative,465214,4093521,-117.390894,36.98717639,593,> 75m,2,12/9/2004,First Visit,Unknown,8.16,1,14.5,972,8.7,LT,1,7,0.3,Towards southern end of mesquite shelf.  Looks to be a coyote hole dug into the side of a seep so water collects at the entrance.,PS04-165,Located,<= 1 L/sec,607,,Highly disturbed,,,,,,Highly disturbed,,
DEVA,LAR0153,DEVA_P_LAR0153,Tule George Spring,Larkspur Spring,Spring,Park,Not representative,493901,4087891,-117.0684901,36.93704685,1987,> 75m,3,3/15/2005,First Visit,Rheocrene,5.3,75,8.5,234,8.1,,2,3,2,"There is a residence or the remains of an old camp where the original NPS database places the spring.  Several hundred meters up canyon is the actual spring.  The source is frozen so it is hard to tell how helocrene like the source might actually be.  Very large rose patch present.  Wide semicircular seeping source converges into stream.  Watercress and scirpus abundant at source.  Nettles and scirpus form a flattened frozen mat over source.  

4/4/05 (PS)  Digitized into Pathfinder from Garmin data.",PS05-212,Located,1.1 L/sec to 10 L/sec,608,,,,,,,,Slight disturbance,,Slight disturbance
DEVA,LAS0235,DEVA_P_LAS0235,Last Change Springs,Last Chance Springs A (Prev. Unmd LCM 001),Spring,Park,Not representative,440921,4126115,-117.6664356,37.27975542,1765,> 75m,3,11/13/2004,First Visit,Rheocrene,7.37,80,13.4,383,8.5,GT,10,2,0.12,"Large spring at end of road by LCM mine.  Much of area is fenced off.

Deer feces, ostracods, deerfly larvae, many small birds, feline scat on trail.

non-native flora:  walnut",CJ04-037,Located,1.1 L/sec to 10 L/sec,609,Slight disturbance,,,,,Slight disturbance,,Slight disturbance,,
DEVA,LAS0250,DEVA_P_LAS0250,Last Change Springs,Last Chance Springs R,Spring,Park,Not representative,441449,4126023,-117.660467,37.27895589,1679,> 75m,3,11/15/2004,First Visit,Helocrene,,1,,,,,1,1,0.5,"Another small seep. This one seems to be more affected by burros and flood damage (recent).  Too little water for sampling.

Flora:  Pinus monophylla, sisyrinchium sp, epipactis gigantea, GBRye",CJ04-052,Located,<= 1 L/sec,610,,,Slight disturbance,,Slight disturbance,,Slight disturbance,Slight disturbance,,
DEVA,LAS0249,DEVA_P_LAS0249,Last Change Springs,Last Chance Springs S,Spring,Park,Not representative,441482,4126057,-117.6601055,37.27926641,1689,> 75m,3,11/15/2004,First Visit,Helocrene,49.2,10,11,1060,8.2,,5,1,2,"Good flowing seep.  Heard frog a couple of times.

Flora:  Juniperus californicum (lots of Phoradendron californicum), Sisyrinchium sp, Carex eleochorus.",CJ04-051,Located,1.1 L/sec to 10 L/sec,611,,,,,,,Undisturbed,Undisturbed,,
DEVA,LAS0248,DEVA_P_LAS0248,Last Change Springs,Last Chance Springs T,Spring,Park,Not representative,441668,4126024,-117.6580002,37.27897621,1647,> 75m,3,11/15/2004,First Visit,Helocrene,29.1,20,10.9,705,8.3,,10,1,1,"Last seep in province at bottom of canyon

flora:  Sisyrinchium sp, Carex eleochorus (eel grass)?

Fauna:  unkn birds on thistle",CJ04-050,Located,1.1 L/sec to 10 L/sec,612,,,,,,,Undisturbed,Undisturbed,,
DEVA,LAT0807,DEVA_P_LAT0807,Hall Canyon,Late Spring,Spring,Park,Not representative,490520,4002995,-117.1054131,36.17167375,2543,> 75m,3,10/15/2005,First Visit,Unknown,,,,,,,,,,"We Tried to drop in from Telescope Peak. All routes wer blocked by steep cliffs. We were able to drop down into Hall Canyon from the Ridgeline, but did not have the time to scramble back up the canyon and check bottom accessibility. It looks feasible to approach this springfrom down canyon if one is willing to flank several cliffs.",CJ05-152,Not Located,<= 1 L/sec,613,,,,,,,,Undisturbed,,
DEVA,LCM0255,DEVA_P_LCM0255,LCM,LCM 003 Unnamed,Spring,Park,Representative,441224,4125695,-117.6629839,37.27598679,1741,> 75m,3,11/15/2004,First Visit,Helocrene,4.7,15,15.9,298.8,8.5,,7,1,2,"Large Riparian area just south of LCM Spring provInce, just over southern ridgeline.  Saw 5 mule deer as approached.  Seems to come up from under area and run downhill.  Lots of burro, deer feces, bedding and hummocking.  Several non-natives.  

Flora:  unkn cockleburr, unkn rumex, Dandelion, Stamnia pinnata, watercress, unkn bush (snakeweed ericamaria)",CJ04-057,Located,1.1 L/sec to 10 L/sec,614,,,,,,,Moderate disturbance,Moderate disturbance,,
DEVA,LCM0256,DEVA_P_LCM0256,LCM,LCM 004 Unnamed,Spring,Park,Not representative,441748,4125561,-117.6570599,37.27481102,1619,> 75m,3,11/15/2004,First Visit,Rheocrene,4.32,50,11.9,562,8.1,,6,1,0.5,"Large ""L"" shaped riparian area down the wash (west) from LCMO 003.  Source is at top of ""L"", wooden trough after the 90 degree turn, and more seepage after the wooden trough.  Whole area is fenced off.  Amphipod at top, ostracods at bottom seep.

Flora:  unkn cockleburr, watercress, GB Rye, epilobium sp, 

Fauna:  burros, deer tracks and feces, coyote feces (Seeds).",CJ04-058,Located,1.1 L/sec to 10 L/sec,615,Moderate disturbance,,,,,,,Moderate disturbance,,
DEVA,LCM0234,DEVA_P_LCM0234,LCM,LCM 005 Unnamed,Spring,Park,Not representative,443668,4125439,-117.6353934,37.27382481,1377,> 75m,2,11/13/2004,First Visit,Rheocrene,4.86,2,10.2,709,8.6,LT,1,1,0.02,"Small spring with road leading up to it (though in Wilderness Area), diverted but seems to be returning to natural state.
Cockleburr also noted at site.",CJ04-036,Located,<= 1 L/sec,616,Moderate disturbance,,,,,,,Moderate disturbance,,
DEVA,LEA0631,DEVA_P_LEA0631,[Individual Spring],Leadfield Spring,Not a spring,Park,Standalone,495552,4078927,-117.0498978,36.85624848,1341,> 75m,2,2/5/2005,First Visit,Seep,,10,,,,LT,1,1,0.2,"Some of the drainages in the immediate area are wet when the scoured bedrock is exposed.  The water is just that 
--->drainage.  Located about 1 mile northeast of the Leadfield site.  No wetland vegetation present.  No way to get water for WQ just wet bedrock.  THIS IS NOT REALLY A SPRING.",PS05-152,Located,<= 1 L/sec,617,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,LEA0863,DEVA_P_LEA0863,[Individual Spring],Leaning Rock Tanks,Spring,Park,Standalone,462570,4067696,-117.4193246,36.75427912,1698,> 75m,3,,No Visit,Other,,,,,,,,,,Elevation in TOPO from NPS NAD 27: 4067500N/462650E.  Last visited in Jan 1982.,,Not Located,<= 1 L/sec,618,,,,,,,,,,
DEVA,LEE0751,DEVA_P_LEE0751,Jack 22,Lee Pump,Spring,Park,Not representative,451115,4043868,-117.5461312,36.53895718,1801,> 75m,3,3/3/2005,First Visit,Rheocrene,7.69,15,15.9,294.7,8.2,,8,2,0.25,"Looks like it used to be diverted, due to stacked, built-up substrate butterflies.

Other vegetation:  Equisetum",CJ05-084,Located,1.1 L/sec to 10 L/sec,619,Moderate disturbance,,,,,,,Moderate disturbance,,
DEVA,LEM0434,DEVA_P_LEM0434,[Individual Spring],Lemonade Spring,Spring,Park,Standalone,526036,4016585,-116.7100395,36.2938912,1135,> 75m,2,11/5/2004,First Visit,Unknown,,,,,,,,,,Drying Seep 2 miles up canyon on south side of Green Valley Road. Old pipes up canyon with major diversion at source. Signs of recent flooding. Typha sp. and Mesquite seem to be dying off. There are small seeps down canyon from spring. There is more seeps down canyon located in other gps section.,CJ04-014,Located,<= 1 L/sec,620,Highly disturbed,,Highly disturbed,,Slight disturbance,,,Highly disturbed,,
DEVA,LIA0473,DEVA_P_LIA0473,Six Spring Canyon,Liar Spring,Spring,Park,Representative,497967,3988477,-117.0225647,36.04082534,1581,> 75m,3,3/16/2005,First Visit,Rheocrene,7.74,4,14.3,140,,,15,2,4,"This spring sits just down canyon from lizard spring. It has a good flow rate coming ot from under a Desert Peach/Saw grass clump. Water comes out of Bedrock  and trickles back into the loose gravel ~5m downstream. I assume water reemerges just where Edge springbrook converges. There's an old external frame backpack with some trash nearby. Another riparian area with not enough surface water was at the other GPS location. 

Flora: Desert Peach.",CJ05-116,Located,>= 10 L/sec,621,,,Slight disturbance,,,,Highly disturbed,Highly disturbed,Slight disturbance,
DEVA,LIG0765,DEVA_P_LIG0765,Lightfoot Spring,Lightfoot Spring,Spring,Park,Representative,490375,3991866,-117.1068935,36.07133477,1687,> 75m,3,11/5/2005,First Visit,Rheocrene,2.09,1373,15.9,650,7.6,,100,14,,"This spring lies just E, down canyon from the cabin and reportedly has just emerged this year after all the rains and snowmelt.  The spring water has a musty, old odor and although it looks clean and fresh and is flowing rapidly, it is likely old underground water.  GPS points and source photo were taken at the main source area, but there are some smaller source areas above the main outlet; the flow a short distance and return into the ground before the main outlet.",CJ05-160,Located,>= 10 L/sec,622,,,Moderate disturbance,,Slight disturbance,Slight disturbance,,Moderate disturbance,,
DEVA,LIG0498,DEVA_P_LIG0498,Deadhorse Canyon Lower,Lightning,Spring,Park,Not representative,465659,4046676,-117.383784,36.56490317,1266,> 75m,2,5/23/2005,First Visit,Dry,,,,,,,,,,This spring lies up in the ridgeline between Deadhorse and Cottonwood Canyons.  Source was dry despite heavy vegetation.  Flooding evident; trails all throughout vegetation.,CJ05-140,Located,<= 1 L/sec,623,,,Highly disturbed,,Moderate disturbance,,,Highly disturbed,,
DEVA,DOG0686,DEVA_P_DOG0686,Dog,Low Dog Spring,Spring,Park,Not representative,497929,3991405,-117.0230002,36.06722794,1461,> 75m,2,2/10/2005,First Visit,Rheocrene,5.56,12,15,743,7.8,,8,3,0.5,"Just above large phrag patch.  This small channel flows a short distance and joins the main flow from Dog Spring.  Many tadpoles are present near the source.  A bed, barrels and some foundations are found up on the bank nearby.  There is some semblance of a road still present running up on the side on the flood plain. Sow thistle present.",PS05-181,Located,1.1 L/sec to 10 L/sec,640,,,Slight disturbance,Highly disturbed,Highly disturbed,,,Highly disturbed,,Slight disturbance
DEVA,LOW0796,DEVA_P_LOW0796,Cottonwood Canyon Lower,Lower Cottonwood,Spring,Park,Not representative,468961,4043029,-117.3467282,36.53213727,924,> 75m,2,11/12/2005,First Visit,Rheocrene,5.07,1863,15.4,605,8,,2.5,7,0.75,"This spring is located down canyon (N) of Sidewinder spring.  It features a large cottonwood patch.  There are burro trails that lead to the spring, but it is largely undisturbed.  Data measurements were taken at a lower point where water was more abundant than at the source that was located.  An old road runs through the springbrook at a few points downstream, but it is closed and does not divert the springbrook path.  

Other veg:  algae",CJ05-196,Located,1.1 L/sec to 10 L/sec,641,,,Slight disturbance,,Slight disturbance,,,Slight disturbance,Slight disturbance,
DEVA,LOW0868,DEVA_P_LOW0868,Nevares,Lower Nevares (12),Spring,Park,Not representative,515908,4040668,-116.822337,36.5112279,275,> 75m,2,,No Visit,Unknown,,,,,,,,,,Elevation and TRS estimated from NPS NAD 27 coordinates: 4040250N/513900E on TOPO!.  This series of springs is located just E of Cow Creek housing area. The NPS was said to be monitoring this area and it was put on low priority.  Flow on 8/59 was said to be ~22 g/m.,,Not Located,<= 1 L/sec,642,,,,,,,,,,
DEVA,SNA0449,DEVA_P_SNA0449,Starvation Canyon Upper,Lower Snake Spring,Spring,Park,Not representative,497522,3999405,-117.0275418,36.13935028,1297,> 75m,2,3/9/2005,First Visit,Rheocrene,6.5,300,12.2,142.6,7.6,,20,7,2,"Fast moving rocky creek emerges from a stand of willows, another fast flowing creek with its source further up the canyon, cuts through the site. Lower areas look freshly scoured by flood.",CJ05-096,Located,>= 10 L/sec,643,,,Slight disturbance,,Moderate disturbance,,,Moderate disturbance,,
DEVA,LOW0231,DEVA_P_LOW0231,[Individual Spring],Lower Talc Mine Spring,Spring,Park,Standalone,505514,3984111,-116.9388164,36.00144737,898,> 75m,2,1/17/2005,First Visit,Rheocrene,6.65,30,14.1,1175,8.1,,1,1,0.1,"Pump and pipes @ source.  Algal matting abundant. Llarge bacharris patch w/ phrags above, mesquite patch and water tank where water meets main wash.",PS05-037,Located,<= 1 L/sec,644,Highly disturbed,,,,,,,Highly disturbed,,Highly disturbed
DEVA,LOW0812,DEVA_P_LOW0812,Tuber Canyon,Lower Tuber Spring,Spring,Park,Representative,481787,4007981,-117.202632,36.2165015,1088,> 75m,2,11/18/2005,First Visit,Unknown,6.71,,17.5,691,8.2,GT,6,3,0.75,This spring has a huge riparian area with a burro trail flanking the south side. There are a lot of old prospects/mines near so it was probably diverted at one time. The GPS unit would not work near the source so we sampled and took point approximately~10m downstream and 3m to the south.,CJ05-205,Located,1.1 L/sec to 10 L/sec,645,,,,,,,Moderate disturbance,Moderate disturbance,Slight disturbance,Moderate disturbance
DEVA,LOW0432,DEVA_P_LOW0432,Lower Warm Springs,Lower Warm Springs A,Spring,Park,Not representative,431093,4073613,-117.7724829,36.80585131,426,> 75m,2,2/9/2005,First Visit,Unknown,2.94,,18.3,1278,7.8,,4,4,0.15,"This spring is the ""cold"" spring in the lower warm spring provence.  It seems to be dugout at the source and extends ~ 15mseveral

Several mesquite trees line the top with a pool of typha.",CJ05-059,Located,1.1 L/sec to 10 L/sec,646,Highly disturbed,Highly disturbed,Highly disturbed,,,Highly disturbed,,Highly disturbed,Highly disturbed,
DEVA,LOW0433,DEVA_P_LOW0433,Lower Warm Springs,Lower Warm Springs B,Spring,Park,Representative,431039,4073600,-117.7730853,36.80572625,422,> 75m,2,2/9/2005,First Visit,Unknown,0.76,200,42.6,,7.1,GT,30,5,0.2,"This is the main source for lower warm springs.  It consists of two deep (min = 2m) holes, then diverted to at least 4 bathing pools.  The two source pools have very little vegetation, but the springbrook is filled with vegetation.  A very thick multi-colored algae mat covers the source walls. Water level dropped 2ft overnight in midsummer 2005; not diverted to bathing pools any longer.

Invasive Bermuda Grass",CJ05-060,Located,>= 10 L/sec,647,Highly disturbed,Highly disturbed,Highly disturbed,,,Highly disturbed,,Highly disturbed,Highly disturbed,Highly disturbed
DEVA,LOW0431,DEVA_P_LOW0431,Lower Warm Springs,Lower Warm Springs C,Spring,Park,Not representative,431124,4073474,-117.7721211,36.80459321,425,> 75m,2,2/9/2005,First Visit,Rheocrene,,4,,,,LT,1,1,0.02,"There is a small set of seeps, 4 with flowing surface water, that lies N to S direction ~30m N or ""Lower Warm Springs D"".  None of the seeps would pool enough water for sampling.  There is an old dry pool down hill from these seeps that seem to have been abandoned.",CJ05-058,Located,<= 1 L/sec,648,,,,,,,,Slight disturbance,Slight disturbance,
DEVA,LOW0430,DEVA_P_LOW0430,Lower Warm Springs,Lower Warm Springs D,Spring,Park,Not representative,431156,4073392,-117.7717549,36.80386269,423,> 75m,2,2/9/2005,First Visit,Unknown,422,3,34.6,1634,7.4,GT,2,35,0.03,"This spring is a small pool, probably dugout, with very little vegetation.  Also very hard to tell discharge.  Lies on south end of campground.  Some surface algae growing.",CJ05-057,Located,1.1 L/sec to 10 L/sec,649,Moderate disturbance,,Moderate disturbance,,,,,Moderate disturbance,Moderate disturbance,
DEVA,LOW0678,DEVA_P_LOW0678,Lower Warm Springs,Lower Warm Springs South Shelf Spring A,Spring,Park,Not representative,430623,4071702,-117.7775682,36.78858423,382,> 75m,2,2/9/2005,First Visit,Rheocrene,6.82,21,19.4,1974,8.4,LT,1,1,0.18,Mostly bedrock with a tiny trickle running down drainage. Burro trails along whole shelf.  Low flying aircraft are common here.,PS05-173,Located,<= 1 L/sec,650,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,LOW0120,DEVA_P_LOW0120,Lower Warm Springs,Lower Warm Springs South Shelf Spring B,Spring,Park,Not representative,430707,4071691,-117.7766267,36.78849058,384,> 75m,2,2/9/2005,First Visit,Rheocrene,9.55,6,16.4,1662,8.4,LT,1,1,0.25,Small seep runs down bedrock into shallow pool.,PS05-172,Located,<= 1 L/sec,651,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,LOW0119,DEVA_P_LOW0119,Lower Warm Springs,Lower Warm Springs South Shelf Spring C,Spring,Park,Not representative,430759,4071608,-117.7760442,36.78775276,381,> 75m,2,2/9/2005,First Visit,Seep,6.22,21,16,1235,7.8,LT,1,5,0.1,A few potholes present.  Mesquite and Juncus in a drainage with a tiny stream.,PS05-171,Located,<= 1 L/sec,652,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,LOW0113,DEVA_P_LOW0113,Lower Warm Springs,Lower Warm Springs South Shelf Spring D,Spring,Park,Not representative,430896,4071508,-117.7745006,36.78685916,380,> 75m,2,2/9/2005,First Visit,Rheocrene,5.28,34,11.9,1357,7.8,LT,1,2,0.24,"Many small drainages are present on the edges of this large salty shelf.  This is the first sizable drainage with mesquite, bugs, and perennial grasses.",PS05-165,Located,<= 1 L/sec,653,,,Highly disturbed,,Moderate disturbance,,,Highly disturbed,,
DEVA,LOW0118,DEVA_P_LOW0118,Lower Warm Springs,Lower Warm Springs South Shelf Spring E,Spring,Park,Not representative,431002,4071408,-117.7732966,36.78596053,380,> 75m,2,2/9/2005,First Visit,Seep,7.77,0.4,18.6,1757,8.3,LT,1,4,0.14,"More like a couple of potholes. Juncus, saltgrass and mesquite right next to it.",PS05-170,Located,<= 1 L/sec,654,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,LOW0117,DEVA_P_LOW0117,Lower Warm Springs,Lower Warm Springs South Shelf Spring F,Spring,Park,Not representative,431071,4071382,-117.772517,36.78573604,378,> 75m,2,2/9/2005,First Visit,Rheocrene,7.56,9,17.9,1479,7.8,LT,1,1,0.08,Scoured bedrock below mesquites with small seep emerging.  Flows a short distance and disappears into wash.,PS05-169,Located,<= 1 L/sec,655,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,LOW0116,DEVA_P_LOW0116,Lower Warm Springs,Lower Warm Springs South Shelf Spring G,Spring,Park,Not representative,431297,4071326,-117.7699892,36.78524836,379,> 75m,2,2/9/2005,First Visit,Rheocrene,10.2,12,17.7,2750,8.6,LT,1,1,0.1,Small drainage runs from base of one mesquite down to another mesquite and disappears.,PS05-168,Located,<= 1 L/sec,656,,,Highly disturbed,,Moderate disturbance,,,Highly disturbed,,
DEVA,LOW0115,DEVA_P_LOW0115,Lower Warm Springs,Lower Warm Springs South Shelf Spring H,Spring,Park,Not representative,431433,4071238,-117.7684562,36.78445936,374,> 75m,2,2/9/2005,First Visit,Rheocrene,4.8,2,18.1,1557,7.8,LT,1,1,0.1,Small patch of goldenrod and phrags at top of shelf below source.  This is the only point on this shelf where either of those two species is present. Tiny pool flows out and over bedrock and quickly dries.,PS05-167,Located,<= 1 L/sec,657,,,Highly disturbed,,,,,Highly disturbed,,
DEVA,LOW0114,DEVA_P_LOW0114,Lower Warm Springs,Lower Warm Springs South Shelf Spring I,Spring,Park,Not representative,431570,4071393,-117.7669273,36.78586937,380,> 75m,2,2/9/2005,First Visit,Rheocrene,6.27,23,15.3,2296,7.8,LT,1,1,0.1,"Small pool near source ~1' by 3' by 8"" deep.  Flows down a short distance and disappears into substrate.  


Found one more spot with water farther east, however since I did not have all of the equipment with me so the spring wasn't surveyed properly. Mesquite, juncus, and salt grass were present.  N 4071634  E 431756  elev. 387  from my personal Garmin.  And two pictures were taken with my personal camera that have been archived here with this spring.  I've designated this LWS South Shelf J.  I'm fairly sure all of these spots dry up completely in the heat of the summer.",PS05-166,Located,<= 1 L/sec,658,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,MAC0148,DEVA_P_MAC0148,Death Valley Canyon,Machette Spring,Spring,Park,Not representative,499409,4012274,-117.0065786,36.25537592,993,> 75m,2,3/10/2005,First Visit,Rheocrene,8.94,180,15.6,701,8.2,,75,3,1,"Probably more bugs closer to the actual source, but can't access.  Large Grapvine and willow thicket.  This is probably just re-emergence of the half dozen springs up the canyon coming together, but you never know.  There is one last Mesquite and baccharis patch on the North side of the canyon @ easting 500450 up Death Valley Canyon.

4/4/05 (PS)  Digitized point into Pathfinder from Garmin data.",PS05-207,Located,>= 10 L/sec,659,,,Moderate disturbance,,Moderate disturbance,,,Moderate disturbance,,
DEVA,MAH0805,DEVA_P_MAH0805,[Individual Spring],Mahogany Spring A,Spring,Park,Standalone,493257,4006728,-117.0750111,36.2053521,2177,> 75m,3,10/14/2005,First Visit,Rheocrene,6.42,,12,359,7.7,,30,2,0.2,"This spring lies high up in Middle Hanaupah Canyon. We dropped in from Bennet Peak, very steep but the long way up the canyon is much safer. Large willow patch above the spring seemed to be dry. Very steep cliffs on either side of the spring. Thick willow coverage between cliffs, got as close to source as possible. There is a large/moist willow patch located ~100m downstream also that seems to have water part of the year. Camera would not work, not even with different batteries. We used a Garmin e-trek to digitize the GPS point.

Lupine and Birch trees also present",CJ05-149,Located,>= 10 L/sec,660,,,,,,,Undisturbed,Undisturbed,,
DEVA,MAI0406,DEVA_P_MAI0406,Indian Pass,Maidenhair Spring,Spring,Park,Representative,516365,4051323,-116.8170165,36.6072741,466,> 75m,2,11/13/2005,First Visit,Rheocrene,6.86,150,21.5,1646,8.2,,5,1,0.1,"This spring lies under an overhang, in a deep gully cut out by flash flooding.  Water comes right out of rock along a 10m line.  There's one spot of the spring with a much higher flow (~80%).  Spring brook intermittently trickles in and out of sand for ~150m.

Other flora:  Maidenhair fern.",CJ05-019,Located,1.1 L/sec to 10 L/sec,661,,,,,,,Undisturbed,Undisturbed,,
DEVA,MAI0616,DEVA_P_MAI0616,Main Hanaupah Springs,Main Hanaupah Spring 1 (Uppermost),Spring,Park,Representative,496930,4004588,-117.0341398,36.18607996,1284,> 75m,2,2/3/2005,First Visit,Rheocrene,9.06,200,11.4,230.1,8.5,,25,20,1,"Large flowing (mostly snowmelt)stream in slot canyon with many slides.  Large seeping walls on east side.  Couldn't reach source.  Probably snowmelt and possibly some flow from Telescope and Dixon springs.  Flows 200 m, disappears into wash and reemerges with others adding intermittently for ~ 4 km.",PS05-138,Located,>= 10 L/sec,662,,,,,Highly disturbed,,,Highly disturbed,Slight disturbance,
DEVA,MAI0617,DEVA_P_MAI0617,Main Hanaupah Springs,Main Hanaupah Spring 2 (North Uppermost),Spring,Park,Not representative,496930,4004587,-117.0341396,36.18606489,1284,> 75m,2,2/3/2005,First Visit,Rheocrene,8.14,150,15.8,254.4,8.4,,15,10,0.8,"Smaller than #1, flows mostly over bedrock.  Some small falls and scrambling to reach source. Phrag patch @ source. Flows down disappears intermitently and joins #1 near upstream photopoint.",PS05-139,Located,>= 10 L/sec,663,,,,,Moderate disturbance,,,Moderate disturbance,,
DEVA,MAI0627,DEVA_P_MAI0627,Main Hanaupah Springs,Main Hanaupah Spring 3 (Middle),Spring,Park,Not representative,497334,4004592,-117.0296465,36.18611348,1228,> 75m,2,2/3/2005,First Visit,Rheocrene,8.4,50,15.8,253.8,15.8,,8,3,1,Runs 50 meters downhill from large phrag patch and joins #1 and #2 into a roaring stream.,PS05-140,Located,1.1 L/sec to 10 L/sec,664,,,,,,,Undisturbed,Undisturbed,,
DEVA,MAI0618,DEVA_P_MAI0618,Main Hanaupah Springs,Main Hanaupah Spring 4 (Lower),Spring,Park,Not representative,497608,4004698,-117.0266038,36.1870751,1183,> 75m,2,2/3/2005,First Visit,Rheocrene,,60,,,,,,,,"Large phrag bunch on north side of canyon.  There's water below a hugely dense phrag/sawgrass patch, water is 4 feet below dense dead patch.  Can clearly see where #4 hits rest from confluence.  Use WQ from other 3.",PS05-141,Located,<= 1 L/sec,665,,,,,,,Undisturbed,Undisturbed,,
DEVA,MAL0716,DEVA_P_MAL0716,Malapi,Malapi Spring A,Spring,Park,Not representative,482311,4028483,-117.1972744,36.40134718,1548,> 75m,3,11/2/2004,First Visit,Unknown,,,,,,,,,,Dry. Field note/location out of order. Other veg:  cliffrose,CJ05-157,Located,<= 1 L/sec,666,,,Highly disturbed,,Highly disturbed,,,Highly disturbed,,
DEVA,MAL0717,DEVA_P_MAL0717,Malapi,Malapi Spring B,Spring,Park,Not representative,482442,4028573,-117.1958158,36.40215826,1520,> 75m,3,11/2/2004,First Visit,Rheocrene,8.54,11,9.6,559,8.6,,2,5,0.2,"Field note, location out of order.other veg:  cliffrose",CJ05-158,Located,1.1 L/sec to 10 L/sec,667,,,,,Slight disturbance,,,Slight disturbance,,
DEVA,MAL0718,DEVA_P_MAL0718,Malapi,Malapi Spring C,Spring,Park,Not representative,482493,4028670,-117.1952426,36.40303772,1510,> 75m,3,11/2/2004,First Visit,Rheocrene,5.99,2.5,13.2,664,8,,4,8,0.15,Location/Field note out of order.  Other veg: artemisia dumosa,CJ05-222,Located,1.1 L/sec to 10 L/sec,668,,,,,Slight disturbance,,,Slight disturbance,,
DEVA,MAL0719,DEVA_P_MAL0719,Malapi,Malapi Spring D,Spring,Park,Representative,482527,4028735,-117.1948672,36.40362039,1502,> 75m,3,11/2/2004,First Visit,Rheocrene,7.9,70,10.1,671,8.2,,15,5,1,"Springbrook continues intermittently for ~80 meters after the original 70 meters of length

other veg:  columbine, carex, epipactus, cliffrose",CJ05-223,Located,>= 10 L/sec,669,,,,,Slight disturbance,,,Slight disturbance,,
DEVA,MAN1059,DEVA_P_MAN1059,[Individual Spring],Manly Peak Spring A Unnamed,Not a spring,Park,Standalone,495440,3974133,-117.0505407,35.91149478,1098,> 75m,2,12/5/2004,First Visit,Dry,,,,,,,,,,"Large baccharis bunch above junked car.  Old road leading up wash.  Mining junk strewn about up small wash. Small dugout hollow under rock.  Animals probably can access water way down underneath.  THIS ISN'T REALLY A SPRING.

5/03/05 (PS) Checking later on the wilderness map showed this road to be in fact closed although there were no markers, so access to this and other springs in this area in the future will have to be walked to from just east of Anvil Willow unless the road gets re-opened.",PS04-125,Not Located,<= 1 L/sec,670,,,Highly disturbed,,,,,Highly disturbed,,Moderate disturbance
